,features,Importance,scen_feat,main_features,Affordance_Question,Affordance_Answer,scen_Question,scen_Answer
82,location_1:Q7_feat2,1.2534527270327276,location_1,Q7_feat2,Which of the following features would help you in developing trust on any of your device(s) to be able to perform this task on it ? ,"To be able to control where my personal information is stored (e.g., solely on the device(s))",Scenario location,Home
108,location_1:Q5_feat4,1.2478115077598746,location_1,Q5_feat4,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,"The device(s) can make some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command) ",Scenario location,Home
220,Relationship_3:Q5_feat4,1.2478115077598746,Relationship_3,Q5_feat4,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,"The device(s) can make some errors only when multitasking (e.g., while listening to music on voice-assistant it might not completely understand another command) ",Scenario relation,weak ties
104,location_1:Q3_feat6,1.2478115077598746,location_1,Q3_feat6,Which aspects of any of the device(s) would make it easier for you to use them for this task?,Ease of use does not hold any relevance for me with respect to this task  ,Scenario location,Home
439,Relationship_2:Q9_feat4,1.2082480192290572,Relationship_2,Q9_feat4,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A voice assistant that can help me in understanding how to use appropriate features to perform the task  ,Scenario relation,strong ties
553,location_2:Q11_feat5,1.179916317991632,location_2,Q11_feat5,Which of the following design features would help you develop an intuition before you decide how to complete this task on any of the  device(s)?,Design components in a device to help me develop an intuition of how to perform this task does not matter to me  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
218,Relationship_3:Q10_feat7,1.179916317991632,Relationship_3,Q10_feat7,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,The way in which a device provides feedback or responds to my actions does not matter to me  for this task,Scenario relation,weak ties
384,Relationship_2:Q1_feat2,1.1623250770374296,Relationship_2,Q1_feat2,Which of the following type of interactions would you like to use to perform this task?,"Touch-based interaction (e.g, through scrolling, tapping)  ",Scenario relation,strong ties
541,location_2:Q8_feat3,1.1609654589156948,location_2,Q8_feat3,What sort of personalization or customizability do you expect to have from any your device(s) while performing this task?,"Based on my current activities and surroundings device(s) should recommend  additional/alternative actions to perform this task(e.g., recommend multiple ways of doing a task) ",Scenario location,"Semi private places (resturants, coffee shop etc)"
483,location_2:Q9_feat1,1.1494267460427199,location_2,Q9_feat1,Which of the following do you expect to have in any of your device(s) to help you understand the features as you use them to perform this task?,A tooltip that explains the functionality of a widget on the device  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
669,location_3:Q3_feat4,1.1466809104127722,location_3,Q3_feat4,Which aspects of any of the device(s) would make it easier for you to use them for this task?,The device(s) should be able to provide any task related information as an audio response. ,Scenario location,"Public (park, street etc)"
207,Relationship_3:Q5_feat3,1.143778747143832,Relationship_3,Q5_feat3,What level of accuracy do you expect any of the device(s) to achieve for executing this task?,"The device(s) can make some errors, but it should try to correct itself by learning from my previous actions or more interactions with me.  ",Scenario relation,weak ties
168,Relationship_3:Q13_feat4,1.0719220154900742,Relationship_3,Q13_feat4,Which of the following would you like to be able to additionally connect/download to/on your device(s) to execute the task? ,The ability to connect/download an additional things does not matter to me  for this task.,Scenario relation,weak ties
99,location_1:Q10_feat1,1.068726074957714,location_1,Q10_feat1,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,"Through lights, vibrations  ",Scenario location,Home
149,Relationship_3:Q3_feat2,1.0568990956096869,Relationship_3,Q3_feat2,Which aspects of any of the device(s) would make it easier for you to use them for this task?,The device(s) should provide few and simple steps to complete the task.,Scenario relation,weak ties
170,Relationship_3:Q1_feat3,1.0422184634558886,Relationship_3,Q1_feat3,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction with a digital pen/Stylus  ,Scenario relation,weak ties
322,Relationship_1:Q10_feat4,1.0419359624914684,Relationship_1,Q10_feat4,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,Through notifications/reminders on other synced/connected device  ,Scenario relation,alone
506,location_2:Q1_feat3,1.0027945610565143,location_2,Q1_feat3,Which of the following type of interactions would you like to use to perform this task?,Text-based interaction with a digital pen/Stylus  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
323,Relationship_1:Q10_feat1,1.0027945610565143,Relationship_1,Q10_feat1,How would you expect any of your  device(s)  to provide feedback or respond to your actions as you perform this task?,"Through lights, vibrations  ",Scenario relation,alone
538,location_2:Q12_feat3,1.0027945610565143,location_2,Q12_feat3,Which of these maintenance features affect your decision to use any of the device(s) to perform this task?,Ease of recovery of data and task related information in case of any hardware/software malfunction  ,Scenario location,"Semi private places (resturants, coffee shop etc)"
